EVENT_ID,CZ_NAME_STR,BEGIN_LOCATION,BEGIN_DATE,BEGIN_TIME,EVENT_TYPE,MAGNITUDE,TOR_F_SCALE,DEATHS_DIRECT,INJURIES_DIRECT,DAMAGE_PROPERTY_NUM,DAMAGE_CROPS_NUM,STATE_ABBR,CZ_TIMEZONE,MAGNITUDE_TYPE,EPISODE_ID,CZ_TYPE,CZ_FIPS,WFO,INJURIES_INDIRECT,DEATHS_INDIRECT,SOURCE,FLOOD_CAUSE,TOR_LENGTH,TOR_WIDTH,BEGIN_RANGE,BEGIN_AZIMUTH,END_RANGE,END_AZIMUTH,END_LOCATION,BEGIN_LAT,BEGIN_LON,END_LAT,END_LON,EVENT_NARRATIVE,EPISODE_NARRATIVE,ABSOLUTE_ROWNUMBER
5157290,ALLEGHENY CO.,CASTLE SHANNON,08/06/2000,2153,Thunderstorm Wind, , ,0,0,5000,0,PA,EST, ,1103040,C,3,PBZ,0,0,LAW ENFORCEMENT, , , , , , , ,CASTLE SHANNON,40.35,-80.05,40.35,-80.05,"Thunderstorm winds downed several trees and power lines.","",20
5156355,ALLEGHENY CO.,MONROEVILLE,09/02/2000,1920,Flash Flood, , ,0,0,0,0,PA,EST, ,1103190,C,3,PBZ,0,0,LAW ENFORCEMENT, , , , , , , ,MONROEVILLE, , , , ,"Heavy thunderstorm rains produced minor flooding on several roadways in the Monroeville area.","",21
5166754,ALLEGHENY (ZONE), ,12/12/2000,357,High Wind,50, ,0,0,100000,0,PA,EST,M,1105335,Z,21,PBZ,0,0,AWOS,ASOS,MESONET,ETC, , , , , , , , , , , , ,"","A strengthening area of low pressure and associated cold front swept across the area during the overnight hours, bringing high winds to much of western Pennsylvania.  In general, damage was confined mostly to numerous downed trees and power lines, resulting in a loss of power to an estimated 150,000 homes across western Pennsylvania.  However, several incidents of property damage were also reported.  

In Sharon, Mercer County, wind gusts estimated as high as 70 MPH blew a tree down onto a garage, causing considerable damage.  Several homes in Sharon also had parts of their siding blown away.  

The highest wind in the event was an estimated 75 MPH gust in Farmington, Fayette County.  Part of a roof was blown from a barn at that location.  

In Indiana County, the high wind damaged several residential roofs and produced isolated incidents of structural damage.  
 
Several residences and businesses in Beaver County reported property damage.  A window was blown in at a fast-food restaurant in Conway.  A pavilion at a park in Monaca was blown over.  In Industry, a tree was blown onto a van, crushing it.  In South Beaver, the roof was partially ripped off of an industrial supply company.  A partially constructed house in the Beaver area was also blown down by the wind.    

In Armstrong County, a roof blew off of a building along Main Street in Elderton.  In North Buffalo, the winds ripped off three-quarters of the roof of a monastery.  

In Allegheny County, these strong winds resulted in the loss of electricity to an estimated 100,000 homes across the county.  In the city of Pittsburgh, two abandoned buildings had their walls blown in.  Several reports were also received from across the city of porch awnings and sheds blown down by the wind.",22
5166767,ALLEGHENY (ZONE), ,12/13/2000,2100,Winter Storm, , ,0,0,0,0,PA,EST, ,1105336,Z,21,PBZ,0,0,LAW ENFORCEMENT, , , , , , , , , , , , ,"","A mix of sleet, freezing rain and snow spread across western Pennsylvania during the day on the 13th.  By late afternoon on the 13th, the snow turned over to sleet in many areas, with several counties reporting sleet accumulations of up to one inch.  Finally, by the evening hours of the 13th the precipitation had turned over to freezing rain across all of western Pennsylvania.  Every county across the area reported ice accumulations of one-quarter to one-half inch by the late evening hours on the 13th.  Numerous accidents were reported on area highways as the freezing rain coated roadways.  Various stretches of heavily-traveled Route 30 were closed in Allegheny and Westmoreland Counties during the evening due to the accidents.  Overnight, the freezing precipitation gradually turned over to rain.  However, even by the early morning hours of the 14th a few pockets of freezing drizzle were still being reported as cold air remained trapped in some of the valleys.",23
5229598,ALLEGHENY (ZONE), ,01/20/2001,2100,Heavy Snow, , ,0,0,0,0,PA,EST, ,1110379,Z,21,PBZ,0,0,LAW ENFORCEMENT, , , , , , , , , , , , ,"","An upper-level disturbance passing over east-central Kentucky deepened rapidly during the late afternoon hours of the 20th, producing a several-hour period of heavy snow over southwestern Pennsylvania.  County snowfall totals across the area were as follows:
Allegheny, 4-6 inches; Fayette, 7-8 inches; Greene, 5-8 inches; Indiana 7-9 inches; Washington, 4-7 inches; Westmoreland 7-11 inches.",24
5229604,ALLEGHENY CO.,MC KEESPORT,01/31/2001,2055,Flash Flood, , ,0,0,2000000,0,PA,EST, ,1110380,C,3,PBZ,0,0,LAW ENFORCEMENT, , , , , , , ,MC KEESPORT, , , , ,"Ice jams moving down the Youghiogheny River produced minor flooding from Boston down to the McKeesport area.  The movement of the ice itself caused the main problem, as it tore apart and destroyed 210 boat docks at the McKeesport Marina on its way out into the Monongahela River","",25
5230949,ALLEGHENY (ZONE), ,02/25/2001,1050,High Wind, , ,0,0,5000,0,PA,EST, ,1110589,Z,21,PBZ,0,0,LAW ENFORCEMENT, , , , , , , , , , , , ,"","An intense area of low pressure passing over the region brought a prolonged period of high winds to western Pennsylvania.  Although the highest recorded wind was only 60 MPH (at the Beaver Falls Airport, Beaver County), wind gusts to over 50 MPH continued from late morning into the early evening hours, downing numerous trees, large limbs and power lines across the entire area.",26
5240083,ALLEGHENY CO.,MUNHALL,04/09/2001,1630,Thunderstorm Wind, , ,0,0,1000,0,PA,EST, ,1113005,C,3,PBZ,0,0,TRAINED SPOTTER, , , , , , , ,MUNHALL,40.40,-79.92,40.40,-79.92,"Thunderstorm winds downed a large tree.","A strong cold front passing across the area produced the first severe weather outbreak of the spring season.  Numerous hail reports were received from across western Pennsylvania, with the hailstones ranging in diameter from dime-sized to as large as golfballs.",27
5241166,ALLEGHENY CO.,PITTSBURGH,05/18/2001,1725,Flash Flood, , ,0,0,25000,0,PA,EST, ,1113592,C,3,PBZ,0,0,LAW ENFORCEMENT, , , , , , , ,PITTSBURGH, , , , ,"Thunderstorms producing between 1 and 2 inches of rainfall were responsible for several flooded roadways and intersections in the Pittsburgh area.  Water backed up onto Route 65 in Bellevue, creating significant traffic delays.  Several reports of basement flooding were also received from the West Deer area.","",28
5251525,ALLEGHENY CO.,PITTSBURGH,06/21/2001,1945,Thunderstorm Wind, , ,0,0,5000,0,PA,EST, ,1116263,C,3,PBZ,0,0,LAW ENFORCEMENT, , , , , , , ,PITTSBURGH,40.43,-79.98,40.43,-79.98,"Thunderstorm winds downed several trees in the Pittsburgh area.","",29
5262365,ALLEGHENY CO.,MOON,07/01/2001,1257,Thunderstorm Wind,52, ,0,0,0,0,PA,EST,M,1120672,C,3,PBZ,0,0,AWOS,ASOS,MESONET,ETC, , , , , , , ,MOON,40.50,-80.23,40.50,-80.23,"A thunderstorm wind gust to 60 MPH was recorded at the Pittsburgh International Airport.","",30
5262366,ALLEGHENY CO.,MOON,07/01/2001,1315,Thunderstorm Wind, , ,0,0,5000,0,PA,EST, ,1120672,C,3,PBZ,0,0,TRAINED SPOTTER, , , , , , , ,MOON,40.50,-80.23,40.50,-80.23,"Thunderstorm winds downed several trees.","",31
5262372,ALLEGHENY CO.,WEXFORD,07/01/2001,1400,Thunderstorm Wind, , ,0,0,2000,0,PA,EST, ,1120672,C,3,PBZ,0,0,TRAINED SPOTTER, , , , , , , ,WEXFORD,40.63,-80.05,40.63,-80.05,"Thunderstorm winds downed a few trees.","",32
5262373,ALLEGHENY CO.,WEXFORD,07/01/2001,1400,Flash Flood, , ,0,0,1000,0,PA,EST, ,1120672,C,3,PBZ,0,0,TRAINED SPOTTER, , , ,2,S,2,S,WEXFORD, , , , ,"Strong thunderstorms produced over 2 inches of rain in less than an hour, which forced Fish Run and Wexford Run out of their banks in McCandless Township.","",33
5262379,ALLEGHENY CO.,CLAIRTON,07/05/2001,1330,Thunderstorm Wind, , ,0,0,25000,0,PA,EST, ,1120673,C,3,PBZ,0,0,BROADCAST MEDIA, , , , , , , ,CLAIRTON,40.30,-79.90,40.30,-79.90,"Thunderstorm winds blew the roof from a building, peeled some aluminum siding from another, and downed several trees along SR 837.","",34
5262475,ALLEGHENY CO.,LIBERTY,07/10/2001,1345,Thunderstorm Wind, , ,0,0,50000,0,PA,EST, ,1120675,C,3,PBZ,0,0,NEWSPAPER, , , , , , , ,LIBERTY,40.33,-79.88,40.33,-79.88,"Thunderstorm winds downed numerous trees in the Liberty and Glassport areas.  Several homes and one parked boat were damaged in Liberty from falling trees. On Elizabeth Street in Liberty, a children's playground and pavilion were damaged.  In nearby McKeesport, the thunderstorm winds also did some minor damage to a few radio towers.  Several trees were also reported down in the Munhall area.","",35
5262487,ALLEGHENY CO.,CARNEGIE,07/25/2001,1650,Thunderstorm Wind, , ,0,0,10000,0,PA,EST, ,1120677,C,3,PBZ,0,0,LAW ENFORCEMENT, , , , , , , ,CARNEGIE,40.42,-80.08,40.42,-80.08,"Thunderstorm winds downed numerous trees and power lines across the Carnegie and Greentree areas.","",36
5265469,ALLEGHENY CO.,MONROEVILLE,08/19/2001,1254,Thunderstorm Wind, , ,0,0,15000,0,PA,EST, ,1121944,C,3,PBZ,0,0,LAW ENFORCEMENT, , , , , , , ,MONROEVILLE,40.43,-79.82,40.43,-79.82,"Thunderstorm winds downed several large trees across area roadways.  One tree fell onto a house, causing minor damage.","",37
5265547,ALLEGHENY CO.,PITTSBURGH INTL ARPT,08/28/2001,1308,Thunderstorm Wind,52, ,0,0,0,0,PA,EST,M,1121946,C,3,PBZ,0,0,AWOS,ASOS,MESONET,ETC, , , , , , , ,PITTSBURGH INTL ARPT,40.48,-80.23,40.48,-80.23,"A wind gust to 60 MPH was recorded at the Pittsburgh International Airport.","",38
5265548,ALLEGHENY CO.,WEXFORD,08/28/2001,1320,Thunderstorm Wind, , ,0,0,5000,0,PA,EST, ,1121946,C,3,PBZ,0,0,TRAINED SPOTTER, , , , , , , ,WEXFORD,40.63,-80.05,40.63,-80.05,"Thunderstorm winds downed several trees.","",39
5265551,ALLEGHENY CO.,CLAIRTON,08/28/2001,1500,Thunderstorm Wind, , ,0,0,5000,0,PA,EST, ,1121946,C,3,PBZ,0,0,LAW ENFORCEMENT, , , , , , , ,CLAIRTON,40.30,-79.90,40.30,-79.90,"Thunderstorm winds downed several trees.","",40
5273712,ALLEGHENY (ZONE), ,12/14/2001,1920,High Wind,50, ,0,0,5000,0,PA,EST,E,1125030,Z,21,PBZ,0,0,LAW ENFORCEMENT, , , , , , , , , , , , ,"","High winds associated with a deep area of low pressure passing over the region downed numerous trees and power lines across western Pennsylvania.",41
5286788,ALLEGHENY CO.,COUNTYWIDE,03/09/2002,1900,Thunderstorm Wind, , ,0,0,50000,0,PA,EST, ,1132120,C,3,PBZ,0,0,LAW ENFORCEMENT, , , , , , , ,COUNTYWIDE,40.43,-80.05,40.43,-80.05,"Strong thunderstorm winds blew the roof off of a Pitcarin business.","A deepening area of low pressure moving eastward across the northern Great Lakes swept a strong cold front across western Pennsylvania during the late afternoon/early evening hours of the 9th.  This intensifying low produced a large area of strong low-level winds, both ahead of and behind the cold front, with winds between 70 - 80 MPH present just a few thousand feet off the surface by the mid-afternoon hours.  As showers formed during the day, these strong winds were occasionally brought down to the surface.  To further complicate matters, by the late afternoon hours enough instability was present to produce a line of severe thunderstorms along the main cold front as it entered western Pennsylvania.  This combination of strong gradient winds and severe thunderstorm winds produced widespread damage across the area, mostly in the form of downed trees and power lines.   These high winds continued after the cold frontal passage, downing trees and power lines, until the early morning hours of the 10th.  At that time, the surface low moved off into Quebec and the strong gradient winds finally diminished.  It is estimated that around 25,000 people were left without electricity in western Pennsylvania in the wake of this wind event.",42
5286789,ALLEGHENY (ZONE), ,03/09/2002,1915,High Wind, , ,0,0,10000,0,PA,EST, ,1132120,Z,21,PBZ,0,0,LAW ENFORCEMENT, , , , , , , , , , , , ,"","A deepening area of low pressure moving eastward across the northern Great Lakes swept a strong cold front across western Pennsylvania during the late afternoon/early evening hours of the 9th.  This intensifying low produced a large area of strong low-level winds, both ahead of and behind the cold front, with winds between 70 - 80 MPH present just a few thousand feet off the surface by the mid-afternoon hours.  As showers formed during the day, these strong winds were occasionally brought down to the surface.  To further complicate matters, by the late afternoon hours enough instability was present to produce a line of severe thunderstorms along the main cold front as it entered western Pennsylvania.  This combination of strong gradient winds and severe thunderstorm winds produced widespread damage across the area, mostly in the form of downed trees and power lines.   These high winds continued after the cold frontal passage, downing trees and power lines, until the early morning hours of the 10th.  At that time, the surface low moved off into Quebec and the strong gradient winds finally diminished.  It is estimated that around 25,000 people were left without electricity in western Pennsylvania in the wake of this wind event.",43
5286904,ALLEGHENY CO.,ELIZABETH,03/21/2002,600,Flash Flood, , ,0,0,5000,0,PA,EST, ,1132121,C,3,PBZ,0,0,OFFICIAL NWS OBS., , , , , , , ,ELIZABETH, , , , ,"","Heavy rains of 1.00 to 2.50 inches across the Monongahela River basin resulted in minor flooding on the Monongahela River in southwest Pennsylvania.  The Monongahela River crested at Charleroi at 28.1 feet (flood stage 28.0 feet) at 7 AM on March 21st, while just a bit further upstream at Elizabeth, the river crested at 7:30 AM on March 21st at 20.2 feet (flood stage 20.0 feet).",44
5286918,ALLEGHENY (ZONE), ,03/26/2002,1430,Flood, , ,0,0,5000,0,PA,EST, ,1132124,Z,21,PBZ,0,0,EMERGENCY MANAGER, , , , , , , , , , , , ,"Lowries Run Creek rose out of its banks, flooding Camp Horne and Harmony Roads.   Several other small streams also rose out of their banks across the county.","Another 1.0 to 1.5 inches of rain over relatively saturated ground produced widespread small stream flooding across western Pennsylvania on the 26th.",45
5298991,ALLEGHENY CO.,SEWICKLEY,05/12/2002,1318,Thunderstorm Wind,52, ,0,0,0,0,PA,EST,E,1135673,C,3,PBZ,0,0,TRAINED SPOTTER, , , , , , , ,SEWICKLEY,40.55,-80.18,40.55,-80.18,"A spotter estimated thunderstorm winds gusting to 60 MPH.","",46
5298992,ALLEGHENY CO.,MILLERSTOWN,05/12/2002,1330,Thunderstorm Wind, , ,0,0,5000,0,PA,EST, ,1135673,C,3,PBZ,0,0,TRAINED SPOTTER, , , , , , , ,MILLERSTOWN,40.65,-79.80,40.65,-79.80,"Thunderstorm winds downed several trees.","",47
5298993,ALLEGHENY CO.,MC KEESPORT,05/12/2002,1344,Thunderstorm Wind, , ,0,0,50000,0,PA,EST, ,1135673,C,3,PBZ,0,0,NEWSPAPER, , , , , , , ,MC KEESPORT,40.33,-79.83,40.33,-79.83,"Thunderstorm winds downed numerous trees and power lines in the McKeesport area.  A few of these trees fell onto houses, causing minor damage.  In addition, the straight-line winds took hold of 10 trailers chained together at a home improvement center and blew them onto the nearby highway.","",48
5298994,ALLEGHENY CO.,GIBSONIA,05/12/2002,1348,Thunderstorm Wind, , ,0,0,5000,0,PA,EST, ,1135673,C,3,PBZ,0,0,TRAINED SPOTTER, , , , , , , ,GIBSONIA,40.63,-79.95,40.63,-79.95,"Thunderstorm winds downed several trees.","",49
5299203,ALLEGHENY CO.,WEXFORD,05/31/2002,1735,Thunderstorm Wind, , ,0,0,5000,0,PA,EST, ,1135676,C,3,PBZ,0,0,TRAINED SPOTTER, , , , , , , ,WEXFORD,40.63,-80.05,40.63,-80.05,"Thunderstorm winds downed several large trees.","A macroburst roared across eastern Allegheny and extreme western Westmoreland counties during the early evening hours of May 31st.  This macroburst produced an approximately 10-mile long path of damage from the straight-line winds, which were estimated as high as 105 MPH.  The macroburst damage path originated in the Homestead area of eastern Allegheny County, with the outflow winds traveling to the southeast through the towns of Whitaker, West Mifflin and Duquesne.  The macroburst outflow then continued across the Monongahela River into the towns of McKeesport and North Versailles.  Outflow winds from this macroburst continued to the southeast, weakening as it crossed into Westmoreland County, where it produced damage in several communities in North Huntington Township.  By this time, the winds had decreased significantly, but were still strong enough to down numerous trees and power lines across the area.  

The maximum width of this macroburst was estimated at 3 miles as it traveled through the Munhall area.  The highest concentrated area of damage extended from the Whitaker area to West Mifflin, where major damage occurred at the Kennywood Amusement Park.  A large wooden pavilion which housed the "Whip" ride collapsed.  As the pavilion collapsed it killed one person and injured 47 others.  Just across the street from Kennywood, several homes sustained major damage from the winds as roofs were blown off and trees were blown onto homes.  Kennywood Boulevard was impassible for a period of time following the storm as a tangle of power lines and traffic light, trees, roof debris and damaged vehicles blocked the highway.  

A total of approximately 75,000 customers were without power across eastern Allegheny County, with another 14,000 customers affected across Westmoreland County.  Although power was restored to most homes by the next morning, some customer in the hardest hit areas of West Mifflin were without power for several days.  

Allegheny County officials placed initial damage estimates at $10 million.",50
