EVENT_ID,CZ_NAME_STR,BEGIN_LOCATION,BEGIN_DATE,BEGIN_TIME,EVENT_TYPE,MAGNITUDE,TOR_F_SCALE,DEATHS_DIRECT,INJURIES_DIRECT,DAMAGE_PROPERTY_NUM,DAMAGE_CROPS_NUM,STATE_ABBR,CZ_TIMEZONE,MAGNITUDE_TYPE,EPISODE_ID,CZ_TYPE,CZ_FIPS,WFO,INJURIES_INDIRECT,DEATHS_INDIRECT,SOURCE,FLOOD_CAUSE,TOR_LENGTH,TOR_WIDTH,BEGIN_RANGE,BEGIN_AZIMUTH,END_RANGE,END_AZIMUTH,END_LOCATION,BEGIN_LAT,BEGIN_LON,END_LAT,END_LON,EVENT_NARRATIVE,EPISODE_NARRATIVE,ABSOLUTE_ROWNUMBER
580275,ERIE CO.,WALDAMEER PARK,05/11/2015,1900,Thunderstorm Wind,56.00, ,0,0,220000,0,PA,EST-5,EG,96491,C,49,CLE,0,0,Emergency Manager, , , ,1,SE,1,ENE,ERIE,42.11,-80.15,42.1262,-80.0656,"Millcreek Township Emergency Manager surveyed considerable damage around intersection of Route 5 and Peninsula Drive, at Waldemeer Park, and Presque Isle State Park.  Numerous large trees and power lines were downed by severe thunderstorm winds.  Several trees fell on trailers and severely damaged them at a mobile home park prompting a gas leak and evacuations of the trailer park.  Downed and uprooted trees extended into Downtown Erie. A spotter estimated wind speeds of 65 mph in Erie.","A low pressure system moved slowly through the upper Midwest on May 11th. Northwest Pennsylvania was located in the warm sector out ahead of an approaching cold front. A Severe Thunderstorm Watch was issued around 547 pm for portions of northeast Ohio and northwest Pennsylvania as thunderstorms evolved into a line with bowing segments.  The worst of the damage occurred in Millcreek Township where the Emergency Manager surveyed considerable damage around the intersection of Route 5 and Peninsula Drive, at Waldemeer Park, and Presque Isle State Park. Numerous large trees and power lines were downed by severe thunderstorm winds. Several trees fell on trailers and severely damaged them at a mobile home park prompting a gas leak and evacuations of the trailer park. Downed and uprooted trees extended into Downtown Erie. A spotter estimated wind speeds of 65 mph in the city of Erie.  Numerous trees were also downed in Crawford County.",11
580494,ERIE CO.,EDINBORO,05/11/2015,1940,Thunderstorm Wind,50.00, ,0,0,4000,0,PA,EST-5,EG,96491,C,49,CLE,0,0,Trained Spotter, , , ,1,SSE,1,SSE,EDINBORO,41.851,-80.1174,41.851,-80.1174,"A trained spotter reported thunderstorm winds brought down a large beech tree 2 miles south of Edinboro on Route 99.","A low pressure system moved slowly through the upper Midwest on May 11th. Northwest Pennsylvania was located in the warm sector out ahead of an approaching cold front. A Severe Thunderstorm Watch was issued around 547 pm for portions of northeast Ohio and northwest Pennsylvania as thunderstorms evolved into a line with bowing segments.  The worst of the damage occurred in Millcreek Township where the Emergency Manager surveyed considerable damage around the intersection of Route 5 and Peninsula Drive, at Waldemeer Park, and Presque Isle State Park. Numerous large trees and power lines were downed by severe thunderstorm winds. Several trees fell on trailers and severely damaged them at a mobile home park prompting a gas leak and evacuations of the trailer park. Downed and uprooted trees extended into Downtown Erie. A spotter estimated wind speeds of 65 mph in the city of Erie.  Numerous trees were also downed in Crawford County.",12
590624,ERIE CO.,ERIE,06/12/2015,1420,Thunderstorm Wind,50.00, ,0,0,50000,0,PA,EST-5,EG,98209,C,49,CLE,0,0,Trained Spotter, , , ,3,NNW,1,W,WESLEYVILLE,42.164,-80.0945,42.1268,-80.0244,"Thunderstorm winds downed several trees in Erie and on Presque Isle.  At least two homes were damaged by fallen trees.","An area of low pressure moved across the lower Great Lakes dragging a cold front across western Pennsylvania.  A line of showers and thunderstorms developed along front.  Some of the thunderstorms became severe and caused some damage.",13
590498,ERIE CO.,FRANKLIN CENTER,06/14/2015,1753,Thunderstorm Wind,50.00, ,0,0,3000,0,PA,EST-5,EG,98188,C,49,CLE,0,0,911 Call Center, , , ,3,ESE,3,ESE,FRANKLIN CENTER,41.92,-80.18,41.92,-80.18,"County dispatch reported thunderstorms winds blew a tree down in Franklin Township.","On June 14, the front moved north over the lake and stalled just north of Erie, PA. Areas to the south were in the warm sector with much of area getting into the low to mid 80s. Moisture remained abundant in the region as precipitable water values and dew points remained high. A shortwave from southern Michigan/northern Indiana moved east and thunderstorms became severe after 5pm in a high moisture and better sheared environment in northwest PA.",14
590500,ERIE CO.,UNION CITY,06/14/2015,1812,Thunderstorm Wind,50.00, ,0,0,5000,0,PA,EST-5,EG,98188,C,49,CLE,0,0,State Official, , , ,1,E,1,E,UNION CITY,41.9,-79.84,41.9,-79.84,"County dispatch reported thunderstorm winds brought down a tree and powerlines down near Union City.","On June 14, the front moved north over the lake and stalled just north of Erie, PA. Areas to the south were in the warm sector with much of area getting into the low to mid 80s. Moisture remained abundant in the region as precipitable water values and dew points remained high. A shortwave from southern Michigan/northern Indiana moved east and thunderstorms became severe after 5pm in a high moisture and better sheared environment in northwest PA.",15
597271,ERIE CO.,UNION CITY,07/19/2015,1700,Thunderstorm Wind,50.00, ,0,0,2000,0,PA,EST-5,EG,99533,C,49,CLE,0,0,Public, , , ,2,SSE,2,SSE,UNION CITY,41.87,-79.84,41.87,-79.84,"The public reported large tree limbs brought down by thunderstorm winds south of Union City.","An area of showers and thunderstorms moved through northwest Pennsylvania ahead of an approaching cold front on the evening of July 19, 2015.  These thunderstorms brought down numerous trees, mainly in eastern Crawford County and extreme southeast Erie County.",16
602735,ERIE CO.,CORRY,09/04/2015,1945,Thunderstorm Wind,50.00, ,0,0,40000,0,PA,EST-5,EG,100735,C,49,CLE,0,0,Broadcast Media, , , ,0,N,0,N,CORRY,41.92,-79.63,41.92,-79.63,"Thunderstorm winds estimated to be at least 60 mph downed several trees and large limbs  A couple utility poles were also toppled.  At least one road had to be closed because of blockages.","A warm front from low pressure over the plains lifted north across the upper Ohio Valley  on September 4th. Showers and thunderstorms develop in response to this front. A few of the stronger storms became severe.",17
602736,ERIE CO.,MILL VLG,09/04/2015,1957,Thunderstorm Wind,50.00, ,0,0,5000,0,PA,EST-5,EG,100735,C,49,CLE,0,0,Broadcast Media, , , ,0,N,0,N,MILL VLG,41.88,-79.97,41.88,-79.97,"Thunderstorm winds downed a large tree which took out some power lines.","A warm front from low pressure over the plains lifted north across the upper Ohio Valley  on September 4th. Showers and thunderstorms develop in response to this front. A few of the stronger storms became severe.",18
605611,NORTHERN ERIE (ZONE), ,10/28/2015,600,High Wind,50.00, ,0,0,150000,0,PA,EST-5,EG,101215,Z,1,CLE,0,0,Trained Spotter, , , , , , , , , , , , ,"An area of strong low pressure moved northeast across the western Great Lakes on October 28th. The strong pressure gradient resulting from the low caused damaging down sloping southeast winds to develop before daybreak across northern Erie County. Wind gusts of 60 mph or greater downed dozens of trees and caused scattered power outages. Most of this damage occurred north of Interstate 90. As many as 10,000 customers were without electric power at the peak of the event. Presque Isle had to be closed because downed trees and power lines blocked roads. There were several reports of homes and vehicles damaged by fallen trees and limbs.","An area of strong low pressure moved northeast across the western Great Lakes on October 28th.  The strong pressure gradient resulting from the low caused damaging down sloping southeast winds to develop before daybreak across northern Erie County.  Wind gusts of 60 mph or greater downed dozens of trees and caused scattered power outages.  Most of this damage occurred north of Interstate 90.  As many as 10,000 customers were without electric power at the peak of the event.  Presque Isle had to be closed because downed trees and power lines blocked roads.  There were several reports of homes and vehicles damaged by fallen trees and limbs. A peak gust of 54 mph was measured at Erie International Airport.",19
608678,NORTHERN ERIE (ZONE), ,11/18/2015,1200,High Wind,50.00, ,0,0,50000,0,PA,EST-5,EG,101786,Z,1,CLE,0,0,Broadcast Media, , , , , , , , , , , , ,"An area of strong low pressure moved east across southern Ontario on November 18th. The strong pressure gradient resulting from the low caused damaging down sloping southeast winds to develop across northern Erie County. Wind gusts of 60 mph or greater downed some trees and power lines in the City of Erie.  A peak gust of 51 mph was measured at Erie International Airport.","An area of strong low pressure moved east across southern Ontario on November 18th. The strong pressure gradient resulting from the low caused damaging down sloping southeast winds to develop across northern Erie County. Wind gusts of 60 mph or greater downed some trees and power lines in the City of Erie.  A peak gust of 51 mph was measured at Erie International Airport.",20
612824,SOUTHERN ERIE (ZONE), ,12/18/2015,1700,Lake-Effect Snow, , ,0,0,100000,0,PA,EST-5, ,102548,Z,2,CLE,0,0,Trained Spotter, , , , , , , , , , , , ,"A cold front moved east across Lake Erie during the afternoon of December 18th.  Lake effect snow showers developed that evening behind the front with a heavy west to east oriented band setting up across Ashtabula into Erie and Crawford Counties. The heaviest snow fell during the early morning hours of the 19th when snowfall rates exceeded an inch per hour.  The snow showers finally tapered off during the afternoon hours of the 19th.  By the time the event was over much of inland Erie County and most of northern Crawford County had six or more inches of snow.  The peak snowfall total in Erie County was 15.5 inches at Edinboro.","A cold front moved east across Lake Erie during the afternoon of December 18th.  Lake effect snow showers developed that evening behind the front with a heavy west to east oriented band setting up across Ashtabula into Erie and Crawford Counties. The heaviest snow fell during the early morning hours of the 19th when snowfall rates exceeded an inch per hour.  The snow showers finally tapered off during the afternoon hours of the 19th.  By the time the event was over much of inland Erie County and most of northern Crawford County had six or more inches of snow.  Peak snowfall totals included 15.5 inches at Edinboro in Erie County and 9.5 inches at Canadohta Lake in northern Crawford County.",21
615531,SOUTHERN ERIE (ZONE), ,01/11/2016,2300,Lake-Effect Snow, , ,0,0,200000,0,PA,EST-5, ,103031,Z,2,CLE,0,0,Trained Spotter, , , , , , , , , , , , ,"A very deep area of low pressure passed to the north of Lake Erie during the morning hours of January 12th. Snow associated with this low began during the late evening hours of the 11th and then transitioned to lake effect snow on the 12th as cold northwest winds on the backside of the low interacted with Lake Erie. The snow showers intensified during the afternoon of the 12th with snowfall rates in excess of an inch per hour at times. The snow began to diminish during the early morning hours of the 13th and finally ended during the afternoon. Strong westerly winds accompanied the snow on the 12th causing much blowing and drifting and whiteout conditions at times. Peak wind gusts approached 40 mph and sustained winds most of this event were between 15 and 25 mph. A swath of heavy snow was reported from inland northeast Ohio into Erie and Crawford Counties. Lesser amounts of snow fell closer to the lake. Although the strong winds made measuring snow difficult, storm totals of more than a foot were reported over inland Erie County and northern Crawford County.  A peak total of 14.5 inches was measured in Erie County at Corry. Travel was difficult during this event and many schools were closed on the 12th.","A very deep area of low pressure passed to the north of Lake Erie during the morning hours of January 12th. Snow associated with this low began during the late evening hours of the 11th and then transitioned to lake effect snow on the 12th as cold northwest winds on the backside of the low interacted with Lake Erie. The snow showers intensified during the afternoon of the 12th with snowfall rates in excess of an inch per hour at times. The snow began to diminish during the early morning hours of the 13th and finally ended during the afternoon. Strong westerly winds accompanied the snow on the 12th causing much blowing and drifting and whiteout conditions at times. Peak wind gusts approached 40 mph and sustained winds most of this event were between 15 and 25 mph. A swath of heavy snow was reported from inland northeast Ohio into Erie and Crawford Counties. Lesser amounts of snow fell closer to the lake. Although the strong winds made measuring snow difficult, storm totals of more than a foot were reported over inland Erie County and northern Crawford County.  A peak total of 21.8 was measured near Canadohta Lake in Crawford County with a peak of 14.5 inches in Erie County at Corry. Travel was difficult during this event and many schools were closed on the 12th.",22
615538,NORTHERN ERIE (ZONE), ,01/17/2016,1500,Lake-Effect Snow, , ,0,0,300000,0,PA,EST-5, ,101710,Z,1,CLE,0,0,Trained Spotter, , , , , , , , , , , , ,"An arctic cold front moved east across the Great Lakes Region on Sunday January 17th, ushering the coldest air of the season into the area. Heavy lake effect snow showers developed behind the front late Sunday and continued at times into the 19th as a prolonged period of west to northwest flow set up across Lake Erie. With Lake Erie still mainly ice free, abundant moisture was avaiable for the snow showers and some significant accumulations were reported. Some of the heaviest snow fell during the early morning hours of the 18th and again early on the 19th when snowfall rates exceeded an inch per hour. Snowfall totals over much of Erie and Crawford Counties ranged from 10 to 18 inches with locally higher amounts. In Erie County peak totals were 25.7 inches in Mill Creek Township with 24 inches south of North East and 23.5 inches at Edinboro. Westerly winds of 10 to 20 mph with gusts to 30 mph accompanied the snow and caused considerable blowing and drifting. Visibilities and times were near zero in the heavier bands. The strong winds combined with the cold air to create wind chills of minus 10 or colder. Most of the schools in northwestern Pennsylvania were closed on the 18th and 19th. Travel was hampered by this storm and the cold air made road clean up a challenge. Many accidents were reported.","An arctic cold front moved east across the Great Lakes Region on Sunday January 17th, ushering the coldest air of the season into the area. Heavy lake effect snow showers developed behind the front late Sunday and continued at times into the 19th as a prolonged period of west to northwest flow set up across Lake Erie. With Lake Erie still mainly ice free, abundant moisture was avaiable for the snow showers and some significant accumulations were reported. Some of the heaviest snow fell during the early morning hours of the 18th and again early on the 19th when snowfall rates exceeded an inch per hour. Snowfall totals over much of Erie and Crawford Counties ranged from 10 to 18 inches with locally higher amounts. In Erie County peak totals were 25.7 inches in Mill Creek Township with 24 inches south of North East and 23.5 inches at Edinboro.  In Crawford County the highest totals were slightly less with 13.0 inches at Springboro and 12.7 inches at Conneautville.  Westerly winds of 10 to 20 mph with gusts to 30 mph accompanied the snow and caused considerable blowing and drifting. Visibilities and times were near zero in the heavier bands. The strong winds combined with the cold air to create wind chills of minus 10 or colder. Most of the schools in northwestern Pennsylvania were closed on the 18th and 19th. Travel was hampered by this storm and the cold air made road clean up a challenge. Many accidents were reported.",23
